insight_id,category,kol_tier,kol_is_investigator,region,novelty_score,n_corroborating_notes,days_since_captured,sentiment,has_compliance_flag,insight_char_length,aligned_to_strategic_priority,selected_for_review
HIST-00538,PATIENT_SELECTION_POSITIONING,1,0,US-Central,0.387,2,96,1,0,146,0,0
HIST-00539,ACCESS_REIMBURSEMENT,1,1,APAC,0.313,2,221,0,0,73,1,0
HIST-00540,EFFICACY_REAL_WORLD,1,1,US-Central,0.15,1,304,-1,0,156,0,0
HIST-00541,CLINICAL_TRIAL_EXPERIENCE,2,0,APAC,0.452,3,65,-1,0,242,0,0
HIST-00542,ACCESS_REIMBURSEMENT,3,0,US-West,0.196,8,56,0,0,218,1,0
HIST-00543,DOSING_ADMINISTRATION,2,0,APAC,0.503,3,142,1,0,336,1,1
HIST-00544,UNMET_NEED,1,0,US-East,0.498,1,397,-1,0,243,1,0
HIST-00545,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.209,4,144,0,0,222,1,0
HIST-00546,COMPETITIVE_LANDSCAPE,3,1,US-East,0.491,3,96,-1,0,174,1,1
HIST-00547,ACCESS_REIMBURSEMENT,1,1,US-East,0.027,2,237,0,0,154,1,1
HIST-00548,PATIENT_SELECTION_POSITIONING,3,0,EMEA,0.432,6,36,-1,0,80,1,0
HIST-00549,ACCESS_REIMBURSEMENT,2,0,APAC,0.423,3,166,-1,0,100,1,0
HIST-00550,EFFICACY_REAL_WORLD,1,0,US-Central,0.373,1,41,0,0,88,0,0
HIST-00551,PATIENT_SELECTION_POSITIONING,2,0,US-West,0.118,5,277,0,0,183,1,0
HIST-00552,UNMET_NEED,2,1,EMEA,0.373,0,378,0,0,138,0,0
HIST-00553,COMPETITIVE_LANDSCAPE,2,0,APAC,0.043,1,355,-1,0,223,1,0
HIST-00554,UNMET_NEED,2,1,APAC,0.196,11,172,-1,0,255,1,1
HIST-00555,ACCESS_REIMBURSEMENT,2,0,EMEA,0.218,1,355,-1,0,233,1,0
HIST-00556,GUIDELINES_PRACTICE_PATTERNS,2,0,EMEA,0.014,5,269,0,0,286,1,0
HIST-00557,GUIDELINES_PRACTICE_PATTERNS,2,1,APAC,0.278,2,144,-1,0,212,0,0
HIST-00558,PATIENT_EXPERIENCE_ADHERENCE,1,1,US-Central,0.128,10,218,-1,0,249,1,0
HIST-00559,ACCESS_REIMBURSEMENT,1,0,APAC,0.197,2,232,0,0,133,1,1
HIST-00560,EFFICACY_REAL_WORLD,3,0,US-Central,0.329,0,49,0,0,275,0,1
HIST-00561,PATIENT_SELECTION_POSITIONING,1,0,US-West,0.318,3,289,0,0,188,0,1
HIST-00562,DIAGNOSTIC_MONITORING,2,0,EMEA,0.406,4,294,0,0,128,0,0
HIST-00563,PATIENT_SELECTION_POSITIONING,2,0,US-West,0.42,2,139,1,0,179,0,0
HIST-00564,DIAGNOSTIC_MONITORING,3,1,EMEA,0.192,5,180,0,0,58,1,0
HIST-00565,EFFICACY_REAL_WORLD,3,0,EMEA,0.293,2,113,0,1,119,1,0
HIST-00566,DIAGNOSTIC_MONITORING,3,0,US-East,0.132,5,380,-1,0,185,1,0
HIST-00567,SAFETY_TOLERABILITY,1,0,US-West,0.133,9,253,-1,0,270,0,0
HIST-00568,GUIDELINES_PRACTICE_PATTERNS,2,0,APAC,0.11,6,91,0,0,201,0,0
HIST-00569,PATIENT_SELECTION_POSITIONING,1,1,APAC,0.25,5,206,0,0,112,1,1
HIST-00570,DATA_GAP_EVIDENCE_NEED,2,0,EMEA,0.112,5,343,0,0,59,0,0
HIST-00571,GUIDELINES_PRACTICE_PATTERNS,2,0,US-West,0.633,0,361,-1,0,226,0,0
HIST-00572,EFFICACY_REAL_WORLD,2,0,US-West,0.195,6,123,0,0,118,1,0
HIST-00573,PATIENT_EXPERIENCE_ADHERENCE,1,1,EMEA,0.149,3,195,0,0,122,1,0
HIST-00574,PATIENT_EXPERIENCE_ADHERENCE,1,1,EMEA,0.349,4,7,0,0,194,0,0
HIST-00575,CLINICAL_TRIAL_EXPERIENCE,2,1,US-Central,0.433,5,188,0,0,258,1,0
HIST-00576,DIAGNOSTIC_MONITORING,2,0,US-East,0.301,4,41,-1,0,294,1,0
HIST-00577,DATA_GAP_EVIDENCE_NEED,3,0,US-Central,0.303,2,23,-1,0,205,0,0
HIST-00578,ACCESS_REIMBURSEMENT,1,1,EMEA,0.129,6,394,-1,0,252,0,0
HIST-00579,EFFICACY_REAL_WORLD,3,0,US-Central,0.346,4,310,-1,0,132,0,0
HIST-00580,PATIENT_EXPERIENCE_ADHERENCE,2,0,APAC,0.126,3,21,0,0,147,0,0
HIST-00581,COMPETITIVE_LANDSCAPE,3,0,US-Central,0.124,7,109,1,0,285,1,0
HIST-00582,SAFETY_TOLERABILITY,2,0,US-Central,0.474,0,154,1,0,174,1,0
HIST-00583,EFFICACY_REAL_WORLD,2,1,APAC,0.355,2,255,-1,0,213,0,0
HIST-00584,ACCESS_REIMBURSEMENT,3,1,EMEA,0.3,7,324,1,0,208,1,0
HIST-00585,UNMET_NEED,1,1,US-East,0.1,0,191,1,0,352,0,0
HIST-00586,UNMET_NEED,2,1,US-East,0.266,7,57,1,0,197,1,0
HIST-00587,SAFETY_TOLERABILITY,2,0,APAC,0.256,0,64,-1,0,218,1,0
HIST-00588,COMPETITIVE_LANDSCAPE,3,1,APAC,0.135,0,266,1,0,349,0,0
HIST-00589,DIAGNOSTIC_MONITORING,1,0,US-East,0.317,11,24,-1,0,96,0,0
HIST-00590,PATIENT_SELECTION_POSITIONING,2,0,APAC,0.252,8,343,0,0,208,0,0
HIST-00591,PATIENT_SELECTION_POSITIONING,3,1,US-West,0.205,6,75,-1,0,151,0,0
HIST-00592,DOSING_ADMINISTRATION,2,0,EMEA,0.112,1,369,1,0,316,0,0
HIST-00593,DOSING_ADMINISTRATION,3,1,APAC,0.475,6,20,-1,0,91,1,0
HIST-00594,CLINICAL_TRIAL_EXPERIENCE,3,0,US-East,0.412,3,290,0,0,330,0,0
HIST-00595,EFFICACY_REAL_WORLD,2,1,EMEA,0.401,3,119,0,0,260,0,0
HIST-00596,EFFICACY_REAL_WORLD,2,0,EMEA,0.074,6,254,0,0,348,0,0
HIST-00597,DATA_GAP_EVIDENCE_NEED,2,0,APAC,0.245,5,150,1,0,267,0,0
HIST-00598,EFFICACY_REAL_WORLD,1,1,US-West,0.053,3,236,-1,0,194,0,0
HIST-00599,DATA_GAP_EVIDENCE_NEED,3,0,EMEA,0.362,0,96,-1,0,151,0,0
HIST-00600,COMPETITIVE_LANDSCAPE,2,1,EMEA,0.424,2,258,1,1,103,0,0
HIST-00601,GUIDELINES_PRACTICE_PATTERNS,3,0,EMEA,0.392,8,274,0,0,233,0,0
HIST-00602,SAFETY_TOLERABILITY,2,0,US-Central,0.127,4,234,0,0,86,1,0
HIST-00603,DOSING_ADMINISTRATION,2,0,APAC,0.459,6,394,0,0,213,0,0
HIST-00604,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-Central,0.375,2,311,1,0,321,1,0
HIST-00605,GUIDELINES_PRACTICE_PATTERNS,3,1,EMEA,0.31,2,274,-1,0,223,0,0
HIST-00606,DATA_GAP_EVIDENCE_NEED,1,0,EMEA,0.504,5,297,0,1,348,0,0
HIST-00607,ACCESS_REIMBURSEMENT,2,0,US-West,0.112,2,251,-1,0,119,0,0
HIST-00608,EFFICACY_REAL_WORLD,3,0,EMEA,0.184,0,238,0,0,229,0,0
HIST-00609,DOSING_ADMINISTRATION,3,0,EMEA,0.625,1,155,1,0,167,1,0
HIST-00610,EFFICACY_REAL_WORLD,3,0,US-West,0.201,0,37,-1,0,174,1,1
HIST-00611,ACCESS_REIMBURSEMENT,1,0,US-East,0.122,6,355,-1,0,181,0,0
HIST-00612,DOSING_ADMINISTRATION,2,0,US-West,0.212,3,59,-1,1,108,0,0
HIST-00613,SAFETY_TOLERABILITY,1,0,US-West,0.076,7,95,-1,0,151,0,0
HIST-00614,PATIENT_EXPERIENCE_ADHERENCE,3,1,APAC,0.105,1,228,0,0,220,0,0
HIST-00615,ACCESS_REIMBURSEMENT,3,0,US-Central,0.385,0,167,1,0,245,0,0
HIST-00616,UNMET_NEED,2,0,US-West,0.198,3,127,0,0,216,0,0
HIST-00617,CLINICAL_TRIAL_EXPERIENCE,1,1,US-East,0.109,0,307,-1,0,200,0,0
HIST-00618,SAFETY_TOLERABILITY,3,0,US-West,0.08,7,93,-1,0,267,1,0
HIST-00619,CLINICAL_TRIAL_EXPERIENCE,3,0,EMEA,0.15,5,338,0,1,50,0,0
HIST-00620,UNMET_NEED,2,0,US-Central,0.376,0,205,-1,0,264,1,0
HIST-00621,DATA_GAP_EVIDENCE_NEED,2,0,US-Central,0.224,2,89,0,0,146,0,0
HIST-00622,COMPETITIVE_LANDSCAPE,1,1,EMEA,0.608,7,255,-1,1,190,0,1
HIST-00623,EFFICACY_REAL_WORLD,3,0,EMEA,0.307,4,241,0,0,121,0,0
HIST-00624,DOSING_ADMINISTRATION,3,0,APAC,0.121,0,163,0,0,227,0,0
HIST-00625,DATA_GAP_EVIDENCE_NEED,1,0,APAC,0.1,3,220,1,0,277,0,0
HIST-00626,DOSING_ADMINISTRATION,3,1,EMEA,0.317,0,248,-1,0,169,1,0
HIST-00627,CLINICAL_TRIAL_EXPERIENCE,1,1,US-Central,0.338,1,44,0,0,229,0,0
HIST-00628,PATIENT_EXPERIENCE_ADHERENCE,1,1,US-West,0.167,0,182,-1,0,36,0,0
HIST-00629,DOSING_ADMINISTRATION,3,0,EMEA,0.101,2,264,-1,0,230,0,1
HIST-00630,DATA_GAP_EVIDENCE_NEED,2,0,US-East,0.096,0,35,0,0,165,1,0
HIST-00631,DATA_GAP_EVIDENCE_NEED,3,0,EMEA,0.164,2,120,-1,1,128,0,0
HIST-00632,PATIENT_SELECTION_POSITIONING,1,0,US-West,0.214,4,60,1,0,86,0,0
HIST-00633,DIAGNOSTIC_MONITORING,3,1,US-West,0.111,3,93,0,0,148,0,0
HIST-00634,PATIENT_SELECTION_POSITIONING,2,0,US-West,0.259,3,297,-1,1,40,0,1
HIST-00635,UNMET_NEED,2,0,APAC,0.509,2,130,1,0,184,0,0
HIST-00636,DIAGNOSTIC_MONITORING,2,0,APAC,0.433,2,140,-1,0,231,0,0
HIST-00637,SAFETY_TOLERABILITY,2,0,US-West,0.239,0,48,0,0,155,0,0
HIST-00638,CLINICAL_TRIAL_EXPERIENCE,1,1,US-West,0.261,0,243,-1,0,215,0,0
HIST-00639,ACCESS_REIMBURSEMENT,1,0,US-Central,0.261,2,83,1,0,200,0,0
HIST-00640,COMPETITIVE_LANDSCAPE,3,1,EMEA,0.06,2,147,-1,0,239,0,0
HIST-00641,DATA_GAP_EVIDENCE_NEED,2,0,US-East,0.336,5,2,-1,0,178,1,1
HIST-00642,DIAGNOSTIC_MONITORING,2,0,EMEA,0.446,8,59,-1,0,191,0,0
HIST-00643,DOSING_ADMINISTRATION,2,0,US-East,0.225,0,92,0,1,223,1,1
HIST-00644,UNMET_NEED,2,0,US-West,0.366,1,149,0,0,93,0,0
HIST-00645,PATIENT_SELECTION_POSITIONING,2,0,US-West,0.271,3,54,-1,0,162,1,0
HIST-00646,EFFICACY_REAL_WORLD,3,0,US-East,0.289,8,329,0,1,124,1,1
HIST-00647,PATIENT_EXPERIENCE_ADHERENCE,1,0,US-East,0.153,5,54,0,0,198,0,0
HIST-00648,GUIDELINES_PRACTICE_PATTERNS,1,1,US-West,0.343,3,331,0,0,194,1,1
HIST-00649,CLINICAL_TRIAL_EXPERIENCE,1,1,US-East,0.344,2,190,1,0,245,1,0
HIST-00650,ACCESS_REIMBURSEMENT,3,0,US-West,0.178,0,236,-1,0,243,0,0
HIST-00651,GUIDELINES_PRACTICE_PATTERNS,3,0,EMEA,0.606,1,96,0,0,93,1,0
HIST-00652,PATIENT_SELECTION_POSITIONING,3,0,APAC,0.325,1,61,0,0,221,0,0
HIST-00653,DATA_GAP_EVIDENCE_NEED,2,0,US-East,0.028,6,229,0,0,292,0,0
HIST-00654,GUIDELINES_PRACTICE_PATTERNS,2,1,US-West,0.256,2,155,0,0,112,1,0
HIST-00655,DIAGNOSTIC_MONITORING,3,1,EMEA,0.183,3,273,-1,0,165,0,0
HIST-00656,PATIENT_SELECTION_POSITIONING,2,0,US-West,0.276,4,367,0,0,114,1,0
HIST-00657,DOSING_ADMINISTRATION,1,0,US-Central,0.004,1,220,0,0,184,1,1
HIST-00658,SAFETY_TOLERABILITY,3,0,US-West,0.639,0,81,0,0,218,1,1
HIST-00659,PATIENT_EXPERIENCE_ADHERENCE,3,1,US-East,0.098,4,3,0,0,194,1,0
HIST-00660,EFFICACY_REAL_WORLD,2,0,US-East,0.057,3,70,-1,0,176,0,0
HIST-00661,ACCESS_REIMBURSEMENT,1,1,US-West,0.654,2,37,0,0,200,0,1
HIST-00662,UNMET_NEED,3,0,US-Central,0.164,1,76,0,0,90,0,0
HIST-00663,EFFICACY_REAL_WORLD,1,1,APAC,0.262,5,62,-1,0,186,0,0
HIST-00664,UNMET_NEED,2,1,APAC,0.177,3,377,0,0,195,1,0
HIST-00665,COMPETITIVE_LANDSCAPE,1,1,EMEA,0.389,10,154,-1,0,32,0,0
HIST-00666,PATIENT_EXPERIENCE_ADHERENCE,1,1,US-West,0.221,0,286,1,0,182,1,0
HIST-00667,CLINICAL_TRIAL_EXPERIENCE,2,0,US-East,0.692,3,186,1,0,150,1,0
HIST-00668,CLINICAL_TRIAL_EXPERIENCE,2,0,APAC,0.374,0,163,0,0,121,0,0
HIST-00669,COMPETITIVE_LANDSCAPE,2,1,EMEA,0.191,4,57,1,0,179,1,1
HIST-00670,SAFETY_TOLERABILITY,1,1,EMEA,0.325,0,73,0,0,161,0,0
HIST-00671,CLINICAL_TRIAL_EXPERIENCE,2,0,APAC,0.218,7,190,1,0,189,0,0
HIST-00672,ACCESS_REIMBURSEMENT,3,0,US-East,0.392,2,273,0,0,155,1,0
HIST-00673,UNMET_NEED,2,0,US-East,0.015,1,375,-1,0,241,1,0
HIST-00674,GUIDELINES_PRACTICE_PATTERNS,1,1,US-East,0.125,2,312,-1,0,155,0,0
HIST-00675,PATIENT_SELECTION_POSITIONING,2,1,US-Central,0.437,8,191,1,0,164,0,0
HIST-00676,DIAGNOSTIC_MONITORING,1,0,US-Central,0.407,6,24,-1,0,237,1,1
HIST-00677,PATIENT_SELECTION_POSITIONING,1,1,EMEA,0.236,1,106,1,0,214,1,0
HIST-00678,DOSING_ADMINISTRATION,2,1,APAC,0.398,1,222,1,0,114,1,0
HIST-00679,DATA_GAP_EVIDENCE_NEED,1,1,US-Central,0.504,6,163,0,0,280,0,0
HIST-00680,GUIDELINES_PRACTICE_PATTERNS,2,0,EMEA,0.259,2,134,-1,0,225,1,0
HIST-00681,PATIENT_EXPERIENCE_ADHERENCE,1,1,US-East,0.194,0,48,0,0,186,1,0
HIST-00682,DOSING_ADMINISTRATION,3,0,US-West,0.122,2,116,0,0,239,1,0
HIST-00683,DATA_GAP_EVIDENCE_NEED,2,0,EMEA,0.407,5,286,-1,0,56,0,1
HIST-00684,UNMET_NEED,3,0,EMEA,0.254,3,86,-1,0,94,0,0
HIST-00685,GUIDELINES_PRACTICE_PATTERNS,2,0,US-East,0.275,7,232,1,0,368,0,0
HIST-00686,ACCESS_REIMBURSEMENT,3,0,EMEA,0.039,2,300,0,0,273,0,0
HIST-00687,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.212,10,383,1,0,221,0,0
HIST-00688,UNMET_NEED,1,0,US-West,0.248,0,142,0,0,117,1,0
HIST-00689,ACCESS_REIMBURSEMENT,3,0,US-East,0.254,1,250,0,0,103,1,0
HIST-00690,EFFICACY_REAL_WORLD,3,0,US-East,0.236,0,390,0,0,258,1,0
HIST-00691,EFFICACY_REAL_WORLD,3,0,US-Central,0.162,3,80,1,0,202,0,0
HIST-00692,DOSING_ADMINISTRATION,2,0,APAC,0.239,0,13,0,1,286,1,0
HIST-00693,DIAGNOSTIC_MONITORING,2,0,APAC,0.537,1,237,1,0,163,1,1
HIST-00694,COMPETITIVE_LANDSCAPE,2,0,APAC,0.243,0,375,1,0,156,1,0
HIST-00695,PATIENT_SELECTION_POSITIONING,1,0,EMEA,0.439,9,11,-1,0,120,1,1
HIST-00696,PATIENT_SELECTION_POSITIONING,3,0,US-East,0.177,0,328,-1,0,209,0,0
HIST-00697,UNMET_NEED,3,1,APAC,0.485,3,74,0,0,206,1,1
HIST-00698,PATIENT_EXPERIENCE_ADHERENCE,3,0,US-Central,0.388,7,193,0,0,139,0,0
HIST-00699,GUIDELINES_PRACTICE_PATTERNS,2,0,US-Central,0.267,2,274,-1,1,145,0,0
HIST-00700,COMPETITIVE_LANDSCAPE,2,1,US-West,0.249,3,257,0,0,158,0,0
HIST-00701,DIAGNOSTIC_MONITORING,3,0,US-East,0.103,2,226,1,0,212,0,0
HIST-00702,CLINICAL_TRIAL_EXPERIENCE,1,0,US-West,0.477,5,118,0,0,202,0,0
HIST-00703,GUIDELINES_PRACTICE_PATTERNS,1,0,US-East,0.564,0,305,0,0,208,1,0
HIST-00704,EFFICACY_REAL_WORLD,2,0,APAC,0.29,1,69,0,0,121,1,0
HIST-00705,EFFICACY_REAL_WORLD,3,0,US-West,0.365,5,84,0,0,175,0,0
HIST-00706,ACCESS_REIMBURSEMENT,3,1,US-Central,0.437,6,202,0,0,165,1,1
HIST-00707,DATA_GAP_EVIDENCE_NEED,2,0,EMEA,0.072,2,351,0,0,233,0,0
HIST-00708,DATA_GAP_EVIDENCE_NEED,3,0,US-West,0.21,5,372,0,0,147,0,0
HIST-00709,EFFICACY_REAL_WORLD,1,1,APAC,0.152,6,271,0,0,221,0,0
HIST-00710,GUIDELINES_PRACTICE_PATTERNS,3,0,US-Central,0.343,3,390,1,0,154,0,0
HIST-00711,ACCESS_REIMBURSEMENT,3,0,US-West,0.337,1,79,0,0,196,0,0
HIST-00712,UNMET_NEED,2,0,US-Central,0.263,0,173,0,0,180,1,0
HIST-00713,PATIENT_EXPERIENCE_ADHERENCE,3,0,US-East,0.262,4,378,0,0,237,0,0
HIST-00714,DOSING_ADMINISTRATION,2,1,EMEA,0.351,2,297,1,0,178,0,0
HIST-00715,GUIDELINES_PRACTICE_PATTERNS,1,0,US-West,0.322,1,93,-1,0,280,0,0
HIST-00716,COMPETITIVE_LANDSCAPE,2,1,US-Central,0.076,1,283,-1,0,274,0,0
HIST-00717,ACCESS_REIMBURSEMENT,3,0,US-East,0.208,7,194,0,0,163,0,0
HIST-00718,DIAGNOSTIC_MONITORING,3,0,EMEA,0.141,0,188,0,0,218,0,0
HIST-00719,COMPETITIVE_LANDSCAPE,1,0,US-Central,0.078,0,216,1,0,281,0,0
HIST-00720,SAFETY_TOLERABILITY,2,0,US-East,0.337,1,300,-1,0,203,1,0
HIST-00721,COMPETITIVE_LANDSCAPE,1,1,US-West,0.588,2,74,0,0,267,1,1
HIST-00722,COMPETITIVE_LANDSCAPE,3,0,US-East,0.147,2,203,0,0,199,0,0
HIST-00723,COMPETITIVE_LANDSCAPE,2,0,APAC,0.153,0,318,-1,0,91,1,0
HIST-00724,PATIENT_EXPERIENCE_ADHERENCE,2,0,EMEA,0.156,11,74,1,0,201,1,0
HIST-00725,SAFETY_TOLERABILITY,1,0,EMEA,0.532,2,365,0,0,148,0,0
HIST-00726,SAFETY_TOLERABILITY,3,0,US-East,0.204,2,89,0,0,195,1,0
HIST-00727,DATA_GAP_EVIDENCE_NEED,1,0,US-East,0.211,1,245,-1,0,215,0,0
HIST-00728,DOSING_ADMINISTRATION,2,0,EMEA,0.341,1,229,-1,0,185,0,0
HIST-00729,EFFICACY_REAL_WORLD,3,0,US-West,0.223,4,289,0,0,133,0,0
HIST-00730,PATIENT_SELECTION_POSITIONING,2,0,APAC,0.028,1,397,0,1,222,0,0
HIST-00731,DIAGNOSTIC_MONITORING,3,0,US-East,0.104,0,140,1,0,282,1,0
HIST-00732,DATA_GAP_EVIDENCE_NEED,2,0,APAC,0.149,0,155,1,1,51,0,0
HIST-00733,PATIENT_SELECTION_POSITIONING,3,0,US-West,0.611,4,364,-1,0,256,0,0
HIST-00734,DATA_GAP_EVIDENCE_NEED,2,0,APAC,0.123,7,30,-1,0,202,1,0
HIST-00735,PATIENT_EXPERIENCE_ADHERENCE,1,0,US-East,0.36,9,278,-1,0,247,1,0
HIST-00736,EFFICACY_REAL_WORLD,2,0,APAC,0.304,3,25,-1,0,135,0,0
HIST-00737,CLINICAL_TRIAL_EXPERIENCE,3,0,US-Central,0.194,5,258,0,0,154,1,0
HIST-00738,EFFICACY_REAL_WORLD,2,1,US-East,0.205,4,233,0,0,119,0,0
HIST-00739,PATIENT_EXPERIENCE_ADHERENCE,3,0,US-West,0.391,5,336,0,0,328,0,0
HIST-00740,PATIENT_SELECTION_POSITIONING,2,0,APAC,0.605,6,61,-1,0,259,1,1
HIST-00741,COMPETITIVE_LANDSCAPE,2,0,US-East,0.544,1,87,0,0,70,0,0
HIST-00742,PATIENT_SELECTION_POSITIONING,1,0,EMEA,0.231,4,250,1,0,153,1,0
HIST-00743,PATIENT_SELECTION_POSITIONING,2,0,EMEA,0.197,3,3,0,0,218,1,0
HIST-00744,DIAGNOSTIC_MONITORING,3,0,EMEA,0.296,6,173,-1,0,149,0,0
HIST-00745,GUIDELINES_PRACTICE_PATTERNS,2,0,US-Central,0.367,1,298,-1,0,179,0,0
HIST-00746,DOSING_ADMINISTRATION,3,0,EMEA,0.209,4,75,0,0,294,0,0
HIST-00747,SAFETY_TOLERABILITY,1,1,APAC,0.434,5,334,0,0,320,0,1
HIST-00748,DATA_GAP_EVIDENCE_NEED,3,0,US-West,0.352,3,35,0,0,252,0,0
HIST-00749,EFFICACY_REAL_WORLD,1,1,US-West,0.478,4,70,0,0,265,0,0
HIST-00750,SAFETY_TOLERABILITY,3,0,US-Central,0.657,2,147,-1,0,165,1,0
HIST-00751,GUIDELINES_PRACTICE_PATTERNS,2,0,US-Central,0.523,1,244,0,0,270,0,1
HIST-00752,DIAGNOSTIC_MONITORING,3,0,US-East,0.31,1,161,1,0,114,0,0
HIST-00753,SAFETY_TOLERABILITY,2,1,APAC,0.182,1,392,0,0,192,1,0
HIST-00754,SAFETY_TOLERABILITY,3,1,US-Central,0.347,3,193,0,0,200,1,0
HIST-00755,ACCESS_REIMBURSEMENT,2,0,US-West,0.444,2,181,-1,0,165,1,0
HIST-00756,ACCESS_REIMBURSEMENT,3,1,APAC,0.392,4,187,0,0,249,1,0
HIST-00757,DIAGNOSTIC_MONITORING,2,0,US-West,0.137,6,147,0,0,186,1,0
HIST-00758,PATIENT_EXPERIENCE_ADHERENCE,3,0,EMEA,0.434,3,209,1,0,246,1,0
HIST-00759,GUIDELINES_PRACTICE_PATTERNS,2,0,US-Central,0.507,1,99,-1,0,264,1,0
HIST-00760,DATA_GAP_EVIDENCE_NEED,1,0,US-Central,0.112,5,123,0,0,208,0,0
HIST-00761,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-West,0.123,3,359,0,0,185,0,0
HIST-00762,DIAGNOSTIC_MONITORING,3,0,US-Central,0.297,1,287,-1,0,204,0,0
HIST-00763,CLINICAL_TRIAL_EXPERIENCE,3,0,US-East,0.057,4,145,0,0,132,1,0
HIST-00764,COMPETITIVE_LANDSCAPE,2,1,US-East,0.46,9,32,-1,0,212,0,0
HIST-00765,EFFICACY_REAL_WORLD,1,1,EMEA,0.428,6,71,-1,0,167,1,0
HIST-00766,SAFETY_TOLERABILITY,2,0,US-Central,0.454,2,26,0,0,227,0,0
HIST-00767,DIAGNOSTIC_MONITORING,3,0,EMEA,0.364,4,193,0,1,276,0,0
HIST-00768,ACCESS_REIMBURSEMENT,2,0,EMEA,0.486,3,307,0,0,116,1,1
HIST-00769,DIAGNOSTIC_MONITORING,2,0,US-West,0.372,1,78,0,0,167,0,0
HIST-00770,PATIENT_EXPERIENCE_ADHERENCE,3,1,EMEA,0.14,7,22,0,0,346,0,0
HIST-00771,EFFICACY_REAL_WORLD,1,1,US-Central,0.727,0,158,1,0,144,0,0
HIST-00772,UNMET_NEED,1,1,US-Central,0.327,6,174,1,0,122,0,0
HIST-00773,SAFETY_TOLERABILITY,2,0,US-Central,0.447,4,312,0,0,186,0,0
HIST-00774,SAFETY_TOLERABILITY,1,0,APAC,0.136,1,216,-1,0,285,1,0
HIST-00775,GUIDELINES_PRACTICE_PATTERNS,1,1,US-West,0.282,1,114,0,0,151,0,0
HIST-00776,PATIENT_EXPERIENCE_ADHERENCE,2,0,APAC,0.094,4,87,-1,0,247,0,0
HIST-00777,DOSING_ADMINISTRATION,2,0,US-Central,0.26,7,27,0,0,218,1,0
HIST-00778,UNMET_NEED,1,1,APAC,0.384,9,4,0,0,156,1,0
HIST-00779,UNMET_NEED,1,0,APAC,0.441,0,258,-1,0,175,0,0
HIST-00780,ACCESS_REIMBURSEMENT,2,0,US-Central,0.183,6,74,0,0,231,1,0
HIST-00781,DIAGNOSTIC_MONITORING,3,0,APAC,0.127,0,314,0,0,278,1,0
HIST-00782,SAFETY_TOLERABILITY,2,0,US-Central,0.324,3,176,-1,0,201,0,0
HIST-00783,DOSING_ADMINISTRATION,2,0,US-West,0.104,3,306,0,0,247,1,1
HIST-00784,COMPETITIVE_LANDSCAPE,1,0,APAC,0.575,8,362,0,0,330,0,1
HIST-00785,CLINICAL_TRIAL_EXPERIENCE,3,1,US-Central,0.071,6,275,0,0,204,0,0
HIST-00786,PATIENT_SELECTION_POSITIONING,2,0,EMEA,0.237,1,351,0,0,175,0,0
HIST-00787,COMPETITIVE_LANDSCAPE,1,1,US-West,0.379,2,134,-1,0,133,1,1
HIST-00788,ACCESS_REIMBURSEMENT,3,0,US-East,0.455,6,123,0,1,151,1,0
HIST-00789,DIAGNOSTIC_MONITORING,1,0,APAC,0.179,3,41,-1,0,146,1,0
HIST-00790,SAFETY_TOLERABILITY,1,1,US-Central,0.031,4,389,-1,0,88,0,1
HIST-00791,GUIDELINES_PRACTICE_PATTERNS,2,0,EMEA,0.102,1,317,0,0,173,1,0
HIST-00792,PATIENT_EXPERIENCE_ADHERENCE,2,0,APAC,0.191,9,127,1,0,198,1,0
HIST-00793,UNMET_NEED,2,1,US-East,0.298,2,103,0,0,220,1,0
HIST-00794,SAFETY_TOLERABILITY,2,1,EMEA,0.55,4,290,0,0,58,0,0
HIST-00795,CLINICAL_TRIAL_EXPERIENCE,3,1,APAC,0.17,1,237,0,0,140,1,0
HIST-00796,PATIENT_EXPERIENCE_ADHERENCE,2,0,US-Central,0.173,4,115,1,0,50,1,0
HIST-00797,COMPETITIVE_LANDSCAPE,2,0,US-West,0.569,2,208,0,0,103,0,1
HIST-00798,PATIENT_EXPERIENCE_ADHERENCE,2,1,US-West,0.382,5,393,-1,0,166,1,1
HIST-00799,CLINICAL_TRIAL_EXPERIENCE,2,0,US-West,0.231,4,319,0,0,172,1,0
HIST-00800,DOSING_ADMINISTRATION,2,0,EMEA,0.049,6,270,0,0,289,0,0
HIST-00801,DIAGNOSTIC_MONITORING,2,0,US-West,0.258,4,206,0,0,108,0,0
HIST-00802,UNMET_NEED,2,0,US-East,0.188,6,365,1,0,272,1,0
HIST-00803,DATA_GAP_EVIDENCE_NEED,3,1,APAC,0.578,1,51,0,0,60,1,0
HIST-00804,DOSING_ADMINISTRATION,2,0,EMEA,0.361,1,290,0,0,292,0,0
HIST-00805,EFFICACY_REAL_WORLD,2,0,US-Central,0.422,5,233,0,0,167,1,0
HIST-00806,PATIENT_SELECTION_POSITIONING,2,0,EMEA,0.22,0,212,1,0,118,1,0
HIST-00807,EFFICACY_REAL_WORLD,2,0,US-Central,0.111,10,160,0,0,265,1,1
