text_id,text,label,variant_group,topic_group
ARC-00374,Rescheduled from last Tuesday due to his clinic overrunning.,LOGISTICS,NOISE-01,NOISE-01
ARC-00417,He asked to be removed from the newsletter distribution.,LOGISTICS,NOISE-13,NOISE-13
ARC-00392,"Walked through the mechanism of action deck, no questions.",SUMMARY_NO_INSIGHT,NOISE-08,NOISE-08
ARC-00401,Shared the published induction manuscript reprint.,SUMMARY_NO_INSIGHT,NOISE-09,NOISE-09
ARC-00078,One of his patients described the injection as stinging badly for a couple of minutes; she has developed a firm red area at the site each time.,SAFETY_TOLERABILITY,S05-V2,S05
ARC-00074,ISRs came up unprompted. He said the label rate does not match what he is seeing and it is,SAFETY_TOLERABILITY,S05-V1,S05
ARC-00444,Discussed the standard response document on infusion reactions.,SUMMARY_NO_INSIGHT,NOISE-10,NOISE-10
ARC-00209,Raised that the community group next door will not stock it - the acquisition cost vs reimbursement does not work for them.,ACCESS_REIMBURSEMENT,S14-V0,S14
ARC-00312,Their pathway is calpro-driven. Wanted the correlation between calprotectin and endoscopic outcome in the,DIAGNOSTIC_MONITORING,S22-V2,S22
ARC-00332,"Said the pathway is the gatekeeper, not the individual physician. He cannot deviate without a form.",GUIDELINES_PRACTICE_PATTERNS,S24-V1,S24
ARC-00437,Rescheduled from last Tuesday due to his clinic overrunning.,LOGISTICS,NOISE-01,NOISE-01
ARC-00335,Institutional protocol has not been revised since before approval so it is not in there at,GUIDELINES_PRACTICE_PATTERNS,S24-V2,S24
ARC-00291,Protocol burden came up - specifically the number of colonoscopies and the central,CLINICAL_TRIAL_EXPERIENCE,S20-V2,S20
ARC-00393,"Reminded him about the advisory board invitation, he will check dates.",LOGISTICS,NOISE-06,NOISE-06
ARC-00454,Follow up: send him the reprint and the trial site list.,LOGISTICS,NOISE-11,NOISE-11
ARC-00119,Their unit runs at capacity; adding a three-infusion induction for each new UC start is not sustainable.,DOSING_ADMINISTRATION,S07-V2,S07
ARC-00100,"Raised that saw ALT rise to about 2x upper limit in two induction patients. Both normalised by week 12 without stopping, but he ordered a full hepatology work-up on the first one.",SAFETY_TOLERABILITY,S06b-V0,S06b
ARC-00244,Raised post-colectomy patients as a completely unserved group.,UNMET_NEED,S16-V2,S16
ARC-00361,Said his no-show rate for maintenance is climbing among patients in remission.,PATIENT_EXPERIENCE_ADHERENCE,S27-V1,S27
ARC-00079,One of his patients described the injection as stinging badly for a couple of minutes; she has developed a firm red area at the site each time.,SAFETY_TOLERABILITY,S05-V2,S05
ARC-00219,Raised the site of care issue. Community practices are opting out entirely.,ACCESS_REIMBURSEMENT,S14-V2,S14
ARC-00317,Said a biomarker would change everything - he would move it first line for a marker-positive,DIAGNOSTIC_MONITORING,S23-V1,S23
ARC-00496,Follow up: send him the reprint and the trial site list.,LOGISTICS,NOISE-11,NOISE-11
ARC-00033,"Durability came up again - he wants week 104 numbers, ideally with endoscopic outcomes not just clinical remission.",EFFICACY_REAL_WORLD,S02-V3,S02
ARC-00038,Flagged that the mtx dataset ends exactly where his clinical q begins.,EFFICACY_REAL_WORLD,S02-V4,S02
ARC-00256,Said endoscopic improvement is table stakes now and histologic remission is the differentiator.,DATA_GAP_EVIDENCE_NEED,S17-V2,S17
ARC-00207,Payer policy at the regional plan mandates prior anti-TNF and prior JAK,ACCESS_REIMBURSEMENT,S13-V3,S13
ARC-00243,Raised post-colectomy patients as a completely unserved group.,UNMET_NEED,S16-V2,S16
ARC-00489,"Walked through the mechanism of action deck, no questions.",SUMMARY_NO_INSIGHT,NOISE-08,NOISE-08
ARC-00117,Their unit runs at capacity; adding a three-infusion induction for each new UC start is not,DOSING_ADMINISTRATION,S07-V2,S07
ARC-00252,Histology is where the field is going. He wants to see Geboes or Nancy index data.,DATA_GAP_EVIDENCE_NEED,S17-V1,S17
ARC-00471,"Reminded him about the advisory board invitation, he will check dates.",LOGISTICS,NOISE-06,NOISE-06
ARC-00107,asked whether transient transaminitis in the first eight wks is expected and whether he should be monitoring more or less often.,SAFETY_TOLERABILITY,S06b-V2,S06b
ARC-00431,"Parking at the medical centre is a nightmare, allow extra time.",LOGISTICS,NOISE-04,NOISE-04
ARC-00339,Said he is waiting for the guideline refresh before changing sequencing. Expects it after DDW.,GUIDELINES_PRACTICE_PATTERNS,S25-V0,S25
ARC-00068,Wanted to know if anyone has tried q2w dosing after loss of response and whether,EFFICACY_REAL_WORLD,S04-V2,S04
ARC-00176,Convenience is beating mechanism in his clinic. The oral option is simply easier for everyone.,COMPETITIVE_LANDSCAPE,S11-V2,S11
ARC-00009,Main comment was about speed of response. Said patients and referring docs get anxious around week 5 when nothing,EFFICACY_REAL_WORLD,S01-V2,S01
ARC-00277,Wants the ADA data broken out by whether patients were on a thiopurine.,DATA_GAP_EVIDENCE_NEED,S19-V2,S19
ARC-00047,Made the point that his practice is almost all bio-experienced and the AURORA population was not.,EFFICACY_REAL_WORLD,S03-V1,S03
ARC-00266,Said without TDM he cannot tell mechanical failure from immunogenicity when someone loses response.,DATA_GAP_EVIDENCE_NEED,S18-V2,S18
ARC-00319,Said a biomarker would change everything - he would move it first line for a marker-positive pt tomorrow.,DIAGNOSTIC_MONITORING,S23-V1,S23
ARC-00211,Made the point that the community group next door will not stock it - the acquisition cost versus reimbursement does not work for them.,ACCESS_REIMBURSEMENT,S14-V0,S14
ARC-00413,Shared the published induction manuscript reprint.,SUMMARY_NO_INSIGHT,NOISE-09,NOISE-09
ARC-00408,"Walked through the mechanism of action deck, no questions.",SUMMARY_NO_INSIGHT,NOISE-08,NOISE-08
ARC-00193,Mentioned that pA requires two prior advanced therapy failures at both his major payers. That is why it is third line.,ACCESS_REIMBURSEMENT,S13-V0,S13
ARC-00063,Brought up secondary LOR. Said it feels like the same pattern he sees w/ anti-TNFs at the one year mark.,EFFICACY_REAL_WORLD,S04-V1,S04
ARC-00491,Shared the published induction manuscript reprint.,SUMMARY_NO_INSIGHT,NOISE-09,NOISE-09
ARC-00276,Immunogenicity question again - is combination therapy needed or is monotherapy sufficient?,DATA_GAP_EVIDENCE_NEED,S19-V1,S19
ARC-00426,Rescheduled from last Tuesday due to his clinic overrunning.,LOGISTICS,NOISE-01,NOISE-01
ARC-00360,Adherence drops off once patients feel better. He wants something patient-facing that explains,PATIENT_EXPERIENCE_ADHERENCE,S27-V0,S27
ARC-00206,Payer policy at the regional plan mandates prior anti-TNF and prior JAK failure before,ACCESS_REIMBURSEMENT,S13-V3,S13
ARC-00024,Wanted to know what happens after year one. Said the 52 week data is fine but every biologic looks good at 52 weeks.,EFFICACY_REAL_WORLD,S02-V0,S02
ARC-00083,Says the injection site reactions are the single biggest tolerability complaint he hears at follow-up visits.,SAFETY_TOLERABILITY,S05-V3,S05
ARC-00453,He is travelling to the congress and offered to meet there.,SUMMARY_NO_INSIGHT,NOISE-05,NOISE-05
ARC-00414,Follow up: send him the reprint and the trial site list.,LOGISTICS,NOISE-11,NOISE-11
ARC-00375,He was 20 minutes late; we had about 25 minutes in total.,LOGISTICS,NOISE-02,NOISE-02
ARC-00485,"Coffee was terrible, as usual.",LOGISTICS,NOISE-00,NOISE-00
ARC-00241,Raised post-colectomy patients as a completely unserved group.,UNMET_NEED,S16-V2,S16
ARC-00071,Reported that three of his patients have had significant injection site reactions - redness and burning lasting several days. One is,SAFETY_TOLERABILITY,S05-V0,S05
ARC-00248,asked whether AURORA-2 captured histologic remission. Said that is the endpoint his academic colleagues now argue for.,DATA_GAP_EVIDENCE_NEED,S17-V0,S17
ARC-00428,Follow up: send him the reprint and the trial site list.,LOGISTICS,NOISE-11,NOISE-11
ARC-00255,Said endoscopic improvement is table stakes now and histologic remission is the differentiator.,DATA_GAP_EVIDENCE_NEED,S17-V2,S17
ARC-00101,Mentioned mild LFT bumps during induction. Not clinically significant in his view but it generates phone calls and repeat labs.,SAFETY_TOLERABILITY,S06b-V1,S06b
ARC-00016,"Noted a lag between starting induction adn any real clinical change; said he now counsels patients to expect two months, not one.",EFFICACY_REAL_WORLD,S01-V3,S01
ARC-00420,Shared the published induction manuscript reprint.,SUMMARY_NO_INSIGHT,NOISE-09,NOISE-09
ARC-00218,Raised the site of care issue. Community practices are opting out entirely.,ACCESS_REIMBURSEMENT,S14-V2,S14
ARC-00061,Brought up secondary LOR. Said it feels like the same pattern he sees with anti-TNFs at the,EFFICACY_REAL_WORLD,S04-V1,S04
ARC-00122,Said if there were a fully subcutaneous induction he would use the drug in twice as many,DOSING_ADMINISTRATION,S07-V3,S07
ARC-00088,Asked how the infection signal compares with RIMVEXA. Said his patients read about JAK warnings and assume all advanced therapies carry them.,SAFETY_TOLERABILITY,S06-V0,S06
